Planet name,Rp (Rearth),Rp err1 (Rearth),Rp err2 (Rearth),Mp (Mearth),Mp err1 (Mearth),Mp err2 (Mearth),P (days),a (AU),a err1 (AU),a err2 (AU),Kmag,a/Rs,a/Rs err1,a/Rs err2,Rp/Rs,Rp/Rs err1,Rp/Rs err2,stellar Teff (K),Rs (Rsun),Rs err1 (Rsun),Rs err2 (Rsun),Reference,Reference publication date,Archive release date,hasMass,noRadiusUncertainty,noMassUncertainty,noSemimajorAxisUncertainty,noStellarRadiusUncertainty,noARsUncertainty,noRpRsUncertainty,has_all_params_except_mass,Mass reference,Mass reference publication date,Mass archive release date,Non-mass reference,Non-mass reference publication date,Non-mass archive release date,Mdwarf?,Ls (Lsun),I (Iearth),IXUV (Iearth),vesc (km/s)
Kepler-1798 b,1.7,0.08,-0.1,4.409795344474629,,,16.85592593,0.1082,,,12.776,57.21,6.0,-6.0,0.026549,0.001281,-0.000973,3967.0,0.5870432173515516,0.026,-0.035,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.07646762425209763,3.134731659095175,14.659319540374344,18.016014108573653
Kepler-303 c,1.14,0.09,-0.09,1.4124700449614878,,,7.061149,0.057,,,11.596,25.271820357157146,,,0.02154926359122088,0.002031778746734905,-0.002031778746734905,3944.0,0.4849999999822572,0.025,-0.025,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,False,False,True,True,False,True,False,True,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,True,0.050994078546094744,15.695315035341793,93.59619382492481,12.451198422769153
Kepler-1826 b,1.37,0.09,-0.13,2.5858011501431495,,,1.615357809,0.0213,,,12.674,4.75,2.3,-2.3,0.025766,7.5e-05,-0.004779,3821.0,0.48746437889258737,0.034,-0.047,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.045381888865998844,391.39601105647637,2503.149879902694,15.367783557287336
Kepler-1855 b,0.67,0.11,-0.1,0.23303835565972922,,,0.727331746,0.0115,,,12.032,6.74,1.6,-1.6,0.017336,0.001111,-0.000534,3460.0,0.35431963927164317,0.057,-0.057,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.01612068499424845,130.70134771587894,1555.428208146941,6.5970573403396875
Kepler-186 e,1.27,0.15,-0.14,2.0224356470205853,,,22.407704,0.11,0.015,-0.015,11.605,50.11342610966153,8.785207796790647,-8.785207796790647,0.02465,0.00065,-0.00055,3788.0,0.47234151484028775,0.052,-0.052,<a refstr=QUINTANA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...344..277Q/abstract target=ref> Quintana et al. 2014 </a>,2014-04-01,2014-05-14,False,False,True,False,False,False,False,True,,,,<a refstr=QUINTANA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...344..277Q/abstract target=ref> Quintana et al. 2014 </a>,2014-04-01,2014-05-14,True,0.04115672071967093,3.396465085841517,23.033646443070502,14.115928564655318
Kepler-231 b,1.73,0.12,-0.12,91.0363,,,10.065243,0.074,,,12.589,46.0,23.0,-23.0,0.0312,0.0031,-0.0031,3767.0,0.5083476612559724,0.017,-0.017,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,2025-02-01,2025-04-16,True,False,True,True,False,False,False,True,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,2025-02-01,2025-04-16,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,True,0.04662220254957978,3.94241447893598,24.80884861642926,81.14433477603265
Kepler-235 c,1.201,0.067,-0.067,1.6999638915104702,,,7.825046,0.06141,0.00074,-0.00099,13.116,24.96,0.22,-0.41,0.02239,0.00069,-0.00069,3996.0,0.49176570063676217,0.02,-0.026,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12-01,2017-11-17,False,False,True,False,False,False,False,True,,,,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12-01,2017-11-17,True,0.05524678800870209,16.955407030578503,96.36603710289323,13.30829138922426
Kepler-236 b,1.57,0.12,-0.12,3.786595270658397,,,8.295611,0.065,,,12.312,27.406059056050186,,,0.028222715448116862,0.0023997524031286067,-0.0023997524031286067,3750.0,0.5099999999813425,0.019,-0.019,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,False,False,True,True,False,True,False,True,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,True,0.04608441399276215,10.907553608552362,69.11859707087076,17.371950152264414
Kepler-327 d,1.73,0.1,-0.1,4.414126641821704,,,13.969457,0.09,,,11.956,39.335150427539205,,,0.03223668095887513,0.002138050927865802,-0.002138050927865802,3799.0,0.49199999998200106,0.016,-0.016,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,False,False,True,True,False,True,False,True,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,True,0.0451747778992771,5.577133074392853,35.766248657679334,17.86789120963992
Kepler-327 c,1.18,0.11,-0.11,20.3,27.1,-17.7,5.212,0.047,,,11.956,20.54168966771492,,,0.01999650347513654,0.001121442734373067,-0.001121442734373067,3799.0,0.5409999999802085,0.016,-0.016,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,2014-05-01,2014-05-28,True,False,False,True,False,True,False,True,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,2014-05-01,2014-05-28,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,True,0.05462108851517915,20.450329516786827,117.02646855815927,46.396046171021375
Kepler-32 f,0.81,0.05,-0.05,969.228,,,0.74295791,0.013,0.0002,-0.0002,12.757,8.6,3.8,-3.8,0.0271,0.0045,-0.0045,3793.0,0.27402175831881354,0.016,-0.016,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,2025-02-01,2025-04-16,True,False,True,False,False,False,False,True,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,2025-02-01,2025-04-16,<a refstr=SWIFT_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...764..105S/abstract target=ref> Swift et al. 2013 </a>,2013-02-01,2014-05-14,True,0.01392483682237967,115.93910193978517,1506.4539595648766,386.94070909063737
Kepler-2000 c,1.57,0.06,-0.1,3.873853276455957,,,20.6180348,0.1228,,,12.29,48.85,6.9,-6.9,0.024893,0.00144,-0.000914,3757.0,0.5782181688833422,0.022,-0.036,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.0596811103741524,3.458845057922543,18.768474345122993,17.570969069896442
Kepler-1902 b,1.05,0.06,-0.07,1.0595273954175854,,,3.82223397,0.0385,,,12.677,10.9,5.3,-5.3,0.018736,0.0057,-0.001585,3729.0,0.5137853800277434,0.029,-0.037,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.04573215469947029,67.42360991036081,429.2190637574196,11.236612449694988
Kepler-186 f,1.17,0.08,-0.08,1.5438369621085017,,,129.9441,0.432,0.171,-0.053,11.605,178.0,65.0,-21.0,0.0205,0.0012,-0.0013,3755.0,0.5232404631746232,0.023,-0.021,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,2015-02-01,2015-01-14,False,False,True,False,False,False,False,True,,,,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,2015-02-01,2015-01-14,True,0.04876756309578698,0.2599532338244193,1.5922695566953748,12.849367281677683
Kepler-1948 b,0.72,0.05,-0.04,0.29032374394436994,,,15.5714121,0.1022,,,10.871,49.9,14.2,-14.2,0.011886,0.00075,-0.000729,3872.0,0.5553491241191202,0.033,-0.033,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.06211009926753139,3.739691411809545,19.812461378909152,7.10311729519813
Kepler-1904 b,1.33,0.08,-0.07,2.3928824531923674,,,4.5770016,0.0436,,,12.752,35.8,13.4,-13.4,0.024527,0.001348,-0.001164,3805.0,0.49713750757341224,0.028,-0.028,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.04641521345089898,6.775604609982639,42.75154788422445,15.004060915690832
Kepler-296 e,1.53,0.27,-0.25,3.2467893655491626,,,34.14211,0.169,0.029,-0.028,12.6,76.2,3.0,-3.7,0.0291,0.0018,-0.0015,3740.0,0.4820230013649384,0.066,-0.087,<a refstr=BARCLAY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809....7B/abstract target=ref>Barclay et al. 2015</a>,2015-08-01,2015-09-03,False,False,True,False,False,False,False,True,,,,<a refstr=BARCLAY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809....7B/abstract target=ref>Barclay et al. 2015</a>,2015-08-01,2015-09-03,True,0.04072964082401606,1.395956643215216,9.526329120454482,16.295035038543464
Kepler-249 c,1.51,0.09,-0.09,3.5718098363274526,,,7.113702,0.058,,,11.966,25.87523864915304,,,0.02872097836323545,0.0020201038215374566,-0.0020201038215374566,3568.0,0.48199999998236687,0.018,-0.018,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,False,False,True,True,False,True,False,True,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,True,0.03373510805676559,10.028272312495146,76.62612348147961,17.20400846081617
Kepler-186 c,1.25,0.14,-0.14,1.904095845168748,,,7.267302,0.0451,0.007,-0.007,11.605,20.546504704961226,3.910732377219954,-3.910732377219954,0.02424,0.00056,-0.00047,3788.0,0.47276652523376356,0.052,-0.052,<a refstr=QUINTANA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...344..277Q/abstract target=ref> Quintana et al. 2014 </a>,2014-04-01,2014-05-14,False,False,True,False,False,False,False,True,,,,<a refstr=QUINTANA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...344..277Q/abstract target=ref> Quintana et al. 2014 </a>,2014-04-01,2014-05-14,True,0.041230819240072915,20.20502728043735,136.87567145812326,13.805856432459533
Kepler-186 d,1.4,0.16,-0.16,2.7002565221858887,,,13.342996,0.0781,0.01,-0.01,11.605,35.58053253785969,6.010036198277586,-6.010036198277586,0.02715,0.00079,-0.00056,3788.0,0.4727456294757421,0.052,-0.052,<a refstr=QUINTANA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...344..277Q/abstract target=ref> Quintana et al. 2014 </a>,2014-04-01,2014-05-14,False,False,True,False,False,False,False,True,,,,<a refstr=QUINTANA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...344..277Q/abstract target=ref> Quintana et al. 2014 </a>,2014-04-01,2014-05-14,True,0.04122717460731606,6.737681185958177,45.64574645448995,15.535042677600591
Kepler-42 b,0.92,0.14,-0.14,0.705944,,,1.21377042,0.01153,0.00055,-0.00055,11.465,10.8,5.2,-5.2,0.048,0.0033,-0.0033,3203.0,0.17571786209888526,0.005,-0.005,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,2025-02-01,2025-04-16,True,False,True,False,False,False,False,True,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,2025-02-01,2025-04-16,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750L..37M/abstract target=ref>Muirhead et al. 2012</a>,2012-05-01,2016-02-25,True,0.0029117106998304007,37.383133991658006,1242.1864110178847,9.798625709127695
Kepler-445 d,1.25,0.19,-0.19,1.8885014537887306,,,8.15275,,,,12.61,42.95,0.58,-0.58,0.0533,0.0029,-0.0029,3157.0,0.21500676494683732,0.03,-0.03,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,2015-03-01,2025-05-19,False,False,True,True,False,False,False,True,,,,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,2015-03-01,2025-05-19,True,0.004114255167888444,2.2308350273556075,60.24107606809303,13.749205777645937
Kepler-777 b,1.38,0.09,-0.08,2.702738257387444,,,5.72812616,0.0519,,,13.046,21.55,2.7,-2.7,0.023129,0.000892,-0.000879,3968.0,0.5470053210739649,0.033,-0.033,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.06645970393962172,22.115031822164614,112.50000124690682,15.654399327097785
Kepler-779 b,0.74,0.09,-0.11,0.3213667746398015,,,7.09712124,0.0533,,,12.608,26.17,2.5,-2.5,0.017457,0.000782,-0.000649,3569.0,0.3886256205777926,0.047,-0.057,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.021955215045107987,9.814636291185915,97.04017992233304,7.371546065161652
Kepler-844 b,1.5,0.08,-0.13,3.323246491627994,,,2.613020421,0.0298,,,13.058,5.28,2.6,-2.6,0.02652,1.5e-05,-0.00398,3883.0,0.5185457272247254,0.029,-0.045,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.054768686893090814,337.82919692948286,1930.09099117205,16.64982237099482
Kepler-834 b,1.26,0.23,-0.31,1.9081919404244303,,,13.32389352,0.0862,,,13.484,32.33,2.0,-2.0,0.025595,0.000936,-0.000546,3751.0,0.45132015847781837,0.082,-0.11,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.036128203529057885,7.846433729495984,57.539288980035906,13.76574475820092
Kepler-833 b,1.67,0.13,-0.18,3.9952636746790304,,,18.75470238,0.1139,,,12.885,48.55,1.4,-1.4,0.028262,0.00117,-0.000661,3976.0,0.5417300164088298,0.042,-0.058,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.06571128331588516,4.392406222409049,22.496685074473245,17.301686734868728
Kepler-801 b,1.48,0.16,-0.23,3.027235257351384,,,11.41926141,0.0795,,,12.763,21.83,2.6,-2.6,0.027481,0.000611,-0.000493,3823.0,0.4937402174903771,0.054,-0.074,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.04665549982396825,18.569712687876073,116.80554940550934,15.998018157744768
Kepler-504 b,1.57,0.21,-0.24,3.5591771718402816,,,9.549277089,0.0646,,,11.155,47.77,2.3,-2.3,0.038907,0.000597,-0.000362,3547.0,0.36994846372151635,0.05,-0.056,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.019409567426985158,2.8736226294161447,30.59286998906574,16.84220441291018
Kepler-732 c,1.24,0.1,-0.15,1.8534864416150203,,,0.893040969,0.0143,,,11.721,6.394,0.193,-0.193,0.024717,0.0006,-0.000274,3582.0,0.4599337171619977,0.04,-0.055,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.031201930777160963,166.82169358756934,1335.806783175748,13.675959966052341
Kepler-974 b,1.57,0.09,-0.12,3.780126035030859,,,4.194496867,0.0419,,,11.056,10.07,4.9,-4.9,0.027522,0.000575,-0.004017,3706.0,0.5229846987142299,0.032,-0.039,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,False,False,True,True,False,False,False,True,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,2017-05-08,True,0.04622620825468499,77.06517740858175,487.44455067219224,17.35710419272271
Kepler-369 c,1.41,0.06,-0.06,2.9581702972133175,,,14.871572,0.094,,,12.395,42.91512236312416,,,0.02744527117900771,0.0014245892995174254,-0.0014245892995174254,3591.0,0.47099999998276926,0.014,-0.014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,False,False,True,True,False,True,False,True,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,True,0.03305156901719822,3.7405578338180496,28.9348426682529,16.202274522021032
Kepler-353 c,1.38,0.07,-0.07,2.7352001166790005,,,8.410894,0.065,,,12.808,27.732321663860315,,,0.025102551729330506,0.0015021311999911147,-0.0015021311999911147,3903.0,0.5039999999815621,0.016,-0.016,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,False,False,True,True,False,True,False,True,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,True,0.052813375323044615,12.500207177966494,72.99125929619817,15.748129107665308
Kepler-395 c,1.336,0.072,-0.072,2.44793833091951,,,34.98956,0.1743,0.0023,-0.0023,12.948,67.77,0.68,-1.84,0.02259,0.0006,-0.00106,3931.0,0.5422000433376308,0.021,-0.022,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12-01,2017-11-17,False,False,True,False,False,False,False,True,,,,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12-01,2017-11-17,True,0.06289554975101651,2.153935368901245,11.325586912214614,15.141571928144883
Kepler-446 b,1.5,0.25,-0.25,3.110597278376777,,,1.565409,,,,12.827,14.2,0.94,-0.94,0.0574,0.0026,-0.0026,3359.0,0.2395789666550473,0.04,-0.04,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,2015-03-01,2015-01-14,False,False,True,True,False,False,False,True,,,,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,2015-03-01,2015-01-14,True,0.006546754214692327,26.15524486823641,534.4944111089959,16.108318978284995
Kepler-353 b,0.89,0.06,-0.06,0.593092559345189,,,5.795278,0.051,,,12.808,21.75920622856732,,,0.016189326839930546,0.0012063700677038699,-0.0012063700677038699,3903.0,0.5039999999815621,0.016,-0.016,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,False,False,True,True,False,True,False,True,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,True,0.052813375323044615,20.305027038411563,118.5651943584919,9.131459371064386
Kepler-369 b,1.13,0.06,-0.06,1.3740776369710241,,,2.732756,0.03,,,12.395,13.696315647805582,,,0.02199514640587143,0.0013384265690513095,-0.0013384265690513095,3591.0,0.47099999998276926,0.014,-0.014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,False,False,True,True,False,True,False,True,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03-01,2014-05-14,True,0.03305156901719822,36.723965577351436,284.0758553518696,12.33503456168593
